# <target neuron id> <source neuron id> <weight> 
0	0	-1
0	2	1
0	35	1
0	80	1
1	3	-1
1	5	-1
2	32	1
2	55	1
2	63	1
2	71	1
2	84	1
3	3	-2
3	17	1
3	19	1
3	27	1
3	34	1
4	4	-1
4	27	-1
4	39	-1
4	97	-1
5	25	1
5	68	1
5	70	1
5	93	1
5	96	1
6	6	-2
6	18	1
6	30	1
6	50	1
7	9	-1
7	30	-1
7	34	-1
8	8	-1
8	21	1
8	78	1
9	34	1
9	48	1
9	91	1
10	24	1
10	39	1
10	81	1
11	0	1
11	2	1
11	11	-2
11	65	1
12	6	1
12	12	-2
12	62	1
12	63	1
13	8	1
13	13	-1
13	86	2
14	35	1
14	50	1
15	2	1
15	15	-1
15	89	1
16	16	-1
16	49	1
16	81	1
17	2	1
17	17	-1
17	49	1
18	13	-1
18	18	-1
18	32	-1
18	37	-1
19	2	1
19	19	-1
19	62	1
19	67	1
19	90	1
20	20	-1
20	29	1
20	54	1
21	21	-1
21	46	-1
21	64	-1
22	27	1
22	33	1
22	69	1
22	87	1
23	0	1
23	6	1
23	23	-2
23	50	1
24	1	1
24	24	-1
24	89	1
25	25	-1
25	51	1
25	72	1
25	85	1
26	26	-1
26	36	1
26	49	1
27	27	-1
27	47	1
27	72	1
27	92	1
28	28	-1
28	66	1
28	82	1
29	12	1
29	29	-1
29	39	1
29	51	1
30	26	1
30	43	1
30	52	1
30	60	1
30	66	1
31	39	1
31	42	1
31	94	1
32	16	1
32	38	1
32	40	1
32	60	1
32	78	1
33	24	1
33	33	-1
33	59	1
33	90	1
34	19	-1
34	32	-1
34	34	-1
34	60	-1
34	96	-1
35	77	1
35	88	1
35	96	1
36	36	-1
36	43	1
36	48	1
36	71	1
37	15	1
37	23	1
37	56	1
38	22	1
38	26	1
38	38	-2
38	52	1
39	11	1
39	13	1
39	39	-1
39	59	1
39	74	1
39	77	1
40	9	1
40	11	1
40	30	1
40	44	1
40	65	1
41	53	-1
41	81	-2
42	9	1
42	40	1
42	42	-2
42	58	1
43	38	1
43	43	-2
43	48	1
43	65	1
44	44	-1
44	59	1
44	71	1
44	84	1
45	44	1
45	64	1
46	8	1
46	20	1
46	37	1
46	46	-1
46	78	1
47	19	1
47	47	-1
47	92	1
48	10	1
48	18	1
48	22	1
48	48	-1
48	73	1
49	5	1
49	42	1
49	62	1
50	64	-2
50	75	-1
50	91	-1
51	3	1
51	45	1
52	5	1
52	13	1
52	22	1
52	52	-2
53	10	1
53	60	1
53	70	1
54	1	1
54	62	1
54	71	1
55	36	1
55	45	1
55	46	1
55	64	1
56	22	1
56	28	1
56	56	-1
56	63	1
57	39	1
57	57	-1
57	61	1
57	64	1
57	75	1
58	3	1
58	30	1
58	95	1
59	28	1
59	32	1
59	41	1
59	43	1
59	61	1
59	79	1
60	50	-1
60	60	-1
60	62	-1
60	79	-1
61	16	1
61	25	1
61	50	1
61	61	-1
62	34	1
62	35	1
62	41	1
62	47	1
62	62	-1
62	75	1
63	2	-1
63	35	-1
63	40	-1
63	59	-1
63	62	-1
63	63	-1
63	84	-1
64	5	1
64	27	1
64	63	2
64	79	2
64	85	1
65	30	1
65	64	1
65	65	-1
65	74	1
65	78	1
66	5	-1
66	10	-1
66	66	-1
66	75	-1
67	33	1
67	46	1
67	63	1
67	98	1
68	15	1
68	23	1
68	38	1
68	68	-2
69	7	1
69	89	1
70	6	1
70	55	1
70	70	-1
70	81	1
71	12	1
71	32	1
71	55	1
71	58	1
71	64	1
71	67	1
71	83	1
72	7	1
72	46	1
72	72	-1
72	77	1
72	85	1
73	11	1
73	56	1
74	12	1
74	30	1
75	41	-1
75	48	-1
75	91	-1
76	40	1
76	76	-1
76	79	1
76	90	1
77	19	1
77	41	1
77	77	-1
77	82	1
78	42	1
78	53	1
78	57	1
78	67	1
78	68	1
78	80	1
78	84	1
79	0	1
79	3	2
79	31	1
79	54	1
80	32	-1
80	64	-1
80	80	-1
80	82	-1
81	22	-1
81	34	-1
81	71	-1
81	87	-1
82	20	1
82	31	1
82	46	1
82	85	1
82	96	1
83	4	1
83	13	1
83	54	1
83	83	-1
84	9	1
84	37	1
84	73	1
84	82	1
84	92	1
84	97	1
85	14	1
85	64	1
85	80	1
85	85	-1
85	86	1
86	5	1
86	32	1
86	57	1
86	86	-1
86	95	1
87	7	1
87	10	1
87	65	1
87	81	1
87	87	-1
88	25	1
88	62	1
88	71	1
88	88	-1
89	21	1
89	86	1
89	87	2
89	89	-1
89	97	1
90	23	1
90	34	1
90	59	1
90	88	1
91	14	1
91	37	1
91	61	1
92	0	-1
92	39	-1
92	44	-1
92	65	-1
92	79	-1
92	89	-1
93	14	-1
93	57	-1
93	63	-1
93	93	-1
94	52	1
94	53	1
94	92	1
94	94	-2
95	30	-1
95	67	-1
95	71	-1
96	2	-1
96	30	-1
96	55	-1
96	90	-1
97	4	1
97	17	1
97	48	1
97	59	1
98	63	-1
98	87	-1
98	95	-1
98	98	-1
99	33	-1
99	72	-1
99	78	-1
99	79	-1
