# 51842
# <target neuron id> <source neuron id> <weight>
1	2	1
1	3	1
1	4	1
1	5	1
1	6	1
1	7	1
1	8	1
2	1	1
2	3	1
2	4	1
2	5	1
2	6	1
2	9	1
2	10	1
2	11	1
2	12	1
3	1	1
3	2	1
3	11	1
3	22	1
3	23	1
3	24	1
3	27	1
3	44	1
3	48	1
3	51	1
3	70	1
3	84	1
3	85	1
4	1	1
4	2	1
4	11	1
4	22	1
4	23	1
4	24	1
4	27	1
4	28	1
4	31	1
4	43	1
4	44	1
4	48	1
4	51	1
4	57	1
4	84	1
4	85	1
5	1	1
5	2	1
5	10	1
5	11	1
5	23	1
5	44	1
5	48	1
5	57	1
5	63	1
5	84	1
5	85	1
6	1	1
6	2	1
6	11	1
6	48	1
6	50	1
6	51	1
6	52	1
6	53	1
6	56	1
6	61	1
6	76	1
6	85	1
7	1	1
8	1	1
8	22	1
8	27	1
9	2	1
9	18	1
9	23	1
10	2	1
10	5	1
10	11	1
10	44	1
10	48	1
10	85	1
11	2	1
11	3	1
11	4	1
11	5	1
11	6	1
11	10	1
11	11	1
11	27	1
11	28	1
11	30	1
11	51	1
11	53	1
11	60	1
11	67	1
11	68	1
11	70	1
11	74	1
11	85	1
12	2	1
13	14	1
13	15	1
13	16	1
14	13	1
15	13	1
16	13	1
17	18	1
17	19	1
17	20	1
18	9	1
18	17	1
18	21	1
19	17	1
19	31	1
19	42	1
20	17	1
21	18	1
22	3	1
22	4	1
22	8	1
22	23	1
22	24	1
22	25	1
22	26	1
22	27	1
22	28	1
22	29	1
22	30	1
23	3	1
23	4	1
23	5	1
23	9	1
23	22	1
23	31	1
24	3	1
24	4	1
24	22	1
24	24	1
24	25	1
24	27	1
24	28	1
24	31	1
24	43	1
24	44	1
24	45	1
24	46	1
24	47	1
24	48	1
24	49	1
24	50	1
24	51	1
24	52	1
24	53	1
24	54	1
24	55	1
24	56	1
24	57	1
24	58	1
24	59	1
24	60	1
24	61	1
24	62	1
24	63	1
24	64	1
24	65	1
24	66	1
24	67	1
24	68	1
24	69	1
24	70	1
24	71	1
24	72	1
24	73	1
24	74	1
24	75	1
24	76	1
24	77	1
24	78	1
24	79	1
25	22	1
25	24	1
25	26	1
25	43	1
25	44	1
25	93	1
26	22	1
26	25	1
27	3	1
27	4	1
27	8	1
27	11	1
27	22	1
27	24	1
27	28	1
27	30	1
27	43	1
27	51	1
27	70	1
27	84	1
28	4	1
28	11	1
28	22	1
28	24	1
28	27	1
28	43	1
28	44	1
28	48	1
28	51	1
28	58	1
28	62	1
28	85	1
29	22	1
29	43	1
30	11	1
30	22	1
30	27	1
30	44	1
30	57	1
30	63	1
31	4	1
31	19	1
31	23	1
31	24	1
31	70	1
31	90	1
32	33	1
32	34	1
32	35	1
33	32	1
33	80	1
33	81	1
34	32	1
34	81	1
35	32	1
36	37	1
36	38	1
36	39	1
37	36	1
37	40	1
37	41	1
38	36	1
38	96	1
39	36	1
40	37	1
40	97	1
40	99	1
41	37	1
42	19	1
42	88	1
42	89	1
43	4	1
43	24	1
43	25	1
43	27	1
43	28	1
43	29	1
43	45	1
43	57	1
44	3	1
44	4	1
44	5	1
44	10	1
44	24	1
44	25	1
44	28	1
44	30	1
44	45	1
44	57	1
44	84	1
45	24	1
45	43	1
45	44	1
45	57	1
46	24	1
47	24	1
48	3	1
48	4	1
48	5	1
48	6	1
48	10	1
48	24	1
48	28	1
48	53	1
49	24	1
49	74	1
50	6	1
50	24	1
50	53	1
50	56	1
50	61	1
50	76	1
50	85	1
51	3	1
51	4	1
51	6	1
51	11	1
51	24	1
51	27	1
51	28	1
51	51	1
51	70	1
51	73	1
52	6	1
52	24	1
53	6	1
53	11	1
53	24	1
53	48	1
53	50	1
53	76	1
53	85	1
54	24	1
54	55	1
55	24	1
55	54	1
55	56	1
55	61	1
56	6	1
56	24	1
56	50	1
56	55	1
56	56	1
56	61	1
56	76	1
56	85	1
57	4	1
57	5	1
57	24	1
57	30	1
57	43	1
57	44	1
57	45	1
57	85	1
58	24	1
58	28	1
58	63	1
58	75	1
59	24	1
59	70	1
60	11	1
60	24	1
61	6	1
61	24	1
61	50	1
61	55	1
61	56	1
61	61	1
61	73	1
62	24	1
62	28	1
62	64	1
63	5	1
63	24	1
63	30	1
63	58	1
63	67	1
63	74	1
63	75	1
64	24	1
64	62	1
64	65	1
64	66	1
64	73	1
64	74	1
64	75	1
65	24	1
65	64	1
65	69	1
65	73	1
65	74	1
66	24	1
66	64	1
66	67	1
66	68	1
66	73	1
66	74	1
67	11	1
67	24	1
67	63	1
67	66	1
67	73	1
67	74	1
67	75	1
68	11	1
68	24	1
68	66	1
68	69	1
68	71	1
68	73	1
68	85	1
69	24	1
69	65	1
69	68	1
69	72	1
69	73	1
69	74	1
69	75	1
70	3	1
70	11	1
70	24	1
70	27	1
70	31	1
70	51	1
70	59	1
71	24	1
71	68	1
72	24	1
72	69	1
72	73	1
73	24	1
73	51	1
73	61	1
73	64	1
73	65	1
73	66	1
73	67	1
73	68	1
73	69	1
73	72	1
73	75	1
74	11	1
74	24	1
74	49	1
74	63	1
74	64	1
74	65	1
74	66	1
74	67	1
74	69	1
74	75	1
74	85	1
75	24	1
75	58	1
75	63	1
75	64	1
75	67	1
75	69	1
75	73	1
75	74	1
76	6	1
76	24	1
76	50	1
76	53	1
76	56	1
77	24	1
77	78	1
78	24	1
78	77	1
78	79	1
79	24	1
79	78	1
80	33	1
80	82	1
80	83	1
81	33	1
81	34	1
82	80	1
82	96	1
82	98	1
83	80	1
84	3	1
84	4	1
84	5	1
84	27	1
84	44	1
84	85	1
84	86	1
84	87	1
85	3	1
85	4	1
85	5	1
85	6	1
85	10	1
85	11	1
85	28	1
85	50	1
85	53	1
85	56	1
85	57	1
85	68	1
85	74	1
85	84	1
86	84	1
87	84	1
88	42	1
88	91	1
88	92	1
89	42	1
89	95	1
90	31	1
90	92	1
91	88	1
91	93	1
91	95	1
92	88	1
92	90	1
93	25	1
93	91	1
93	94	1
94	93	1
95	89	1
95	91	1
96	38	1
96	82	1
96	97	1
97	40	1
97	96	1
98	82	1
99	40	1
